463;a334
464;a240
465;a120
466;a241
467;a483
468;a363
469;a242
470;a484
471;a480
472;a126
473;a489
474;a127
475;a369
476;a248
477;a128
478;a249
479;a122
480;a364
481;a485
482;a123
483;a365
484;a124
485;a366
486;a487
487;a367
488;a246
489;a488
490;a470
491;a591
492;a350
493;a471
494;a592
495;a351
496;a230
497;a472
498;a352
499;a119
500;a357
501;a478
502;a116
503;a358
504;a237
505;a118
506;a239
507;a232
508;a112
509;a233
510;a475
511;a596
512;a113
513;a355
514;a597
515;a356
516;a235
517;a477
518;a598
519;a140
520;a382
521;a11
522;a141
523;a262
524;a10
525;a142
526;a263
527;a12
528;a15
529;a14
530;a380
531;a260
532;a381
533;a16
534;a18
535;a265
536;a386
537;a387
538;a146
539;a267
540;a20
541;a147
542;a268
543;a389
544;a22
545;a130
546;a493
547;a131
548;a252
549;a494
550;a253
551;a374
552;a23
553;a25
554;a490
555;a491
556;a258
557;a138
558;a259
559;a133
560;a254
561;a375
562;a496
563;a255
564;a376
565;a497
566;a135
567;a256
568;a498
569;a31
570;a136
571;a257
572;a378
573;a30
574;a162
575;a33
576;a284
577;a163
578;a164
579;a35
580;a286
581;a165
582;a280
583;a160
584;a39
585;a282
586;a38
587;a287
588;a40
589;a167
590;a168
591;a41
592;a393
593;a272
594;a151
595;a273
596;a152
597;a43
598;a153
599;a46
600;a396
601;a154
602;a48
603;a47
604;a270
605;a392
606;a271
607;a150
608;a49
609;a159
610;a397
611;a51
612;a398
613;a50
614;a399
615;a157
616;a53
617;a279
618;a158
619;a52
620;a185
621;a187
622;a56
623;a180
624;a59
625;a181
626;a182
627;a183
628;a60
629;a188
630;a62
631;a189
632;a61
633;a63
634;a294
635;a66
636;a295
637;a174
638;a65
639;a296
640;a68
641;a297
642;a176
643;a67
644;a291
645;a170
646;a69
647;a292
648;a171
649;a293
650;a172
651;a71
652;a70
653;a179
654;a75
655;a74
656;a76
657;a78
658;a82
659;a84
660;a83
661;a85
662;a195
663;a88
664;a87
665;a197
666;a198
667;a89
668;a191
669;a193
670;a190
671;a199
672;a94
673;a97
674;a98
675;a904
676;a906
677;a907
678;a901
679;a902
680;a903
681;a2
682;a3
683;a7
684;a9
